country_name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,average_expenditure_per_capita,rating_by_capita
High income,2394.32263729696,2478.24463450445,2681.1050640976,3047.80449593281,3352.62822531281,3534.17823147715,3726.52962571491,4039.56932249747,4327.84741608234,4389.5952468205,4530.62632498835,4870.363060108,4881.66415279099,4906.08928844255,5054.01144100715,4882.6109393346,5039.89967972576,5212.09150472738,5469.29540048481,5576.83298868984,6052.45900594187,6448.5524476584,4404.378233347123,Very High
Honduras,67.67149353,66.35316467,69.90351105,78.74036407,82.34390259,96.74766541,110.83789063,126.1158905,147.41615295,158.53948975,163.53704834,180.58157349,182.42372131,175.01651001,171.30480957,168.92593384,176.97311401,168.39216614,177.64666748,184.03918457,212.6973114,253.91804504,146.369345925,Low
Heavily indebted poor countries (HIPC),16.9466751036922,16.230328415599,17.1882405840886,19.7094941113553,22.5155343652467,25.6198772016305,29.6074640052732,34.2068478362245,38.6457448900408,39.1895505716857,40.5734212046841,44.533163964809,45.1833117366357,49.0367464095024,49.4928127403487,46.9278767003348,46.3848648881758,45.9498453540601,45.7665665507507,47.0442763459171,48.0128014130059,51.8647973971638,37.30137462682839,Low
Croatia,371.0,388.0,386.0,512.0,635.0,727.0,816.0,1041.0,1259.0,1188.0,1126.0,1132.0,1030.0,890.0,909.0,796.0,841.0,903.0,1025.0,1040.0,1095.0,1384.0,886.0909090909091,Moderate
Haiti,30.15130806,27.21361732,22.22666931,18.49892044,23.90322304,25.11820602,28.96251106,37.40650558,40.25810623,41.22427368,55.5110321,76.81674194,74.79749298,59.15798187,64.86157227,68.24273682,59.83052063,53.5790062,62.01782608,49.08563995,44.17983627,57.87849426,46.405555550454544,Low
Hungary,313.0,360.0,473.0,683.0,798.0,895.0,893.0,1003.0,1117.0,944.0,983.0,1063.0,961.0,991.0,1006.0,871.0,914.0,985.0,1080.0,1054.0,1173.0,1382.0,906.4545454545455,Moderate
IBRD only,76.0149587365646,76.9450258742933,76.0343172529297,84.8241297162516,98.648039515659,116.306348980373,134.258412911806,162.427649245349,196.058524913213,200.047772130416,230.86047894919,268.205682921356,285.440811663151,305.569062392639,312.459176683458,297.518461481292,295.789603685062,324.295379215443,341.818063650839,351.859450886307,360.419122849185,413.376633941069,227.68986852708392,Low
IDA & IBRD total,63.3882447317976,63.8882357648517,63.0403356103547,70.6478608646664,81.8200581044826,96.1491705858246,110.882436520585,133.233855940199,159.863692651155,162.429491138418,185.977308167809,214.722215043824,227.812287661926,244.304692740259,249.513689581807,237.296036979208,235.869249725473,256.069270737767,268.701789419486,275.747836360598,281.656540059518,321.433355250651,182.0203478927573,Low
IDA total,16.7746934699579,16.3254029195158,17.1760119527199,20.9939634568685,23.6325818725752,27.3404308124208,32.1423021893773,36.2274004997188,41.1469774791209,40.6357976257022,43.9563130487257,47.6819084905317,50.1680768767748,54.6791219461155,56.9609233672227,55.2496445357262,53.5441829013517,52.5076920383816,52.0383199925269,53.3365929254397,54.9801388183699,61.1621070221896,41.30275382915152,Low
IDA blend,19.0641095560129,18.1216143066433,18.46130811207,26.1528316142136,29.1428919348565,34.9970146441403,42.8384938352681,46.5824085113537,51.583834162095,47.2581656128864,53.1666927282597,57.6489824514603,62.8928120217282,69.0419240114349,72.6151156961871,69.1429680330491,64.2413691028317,61.5110922618444,59.4543666506299,59.6421056783399,61.6443901504969,72.2450924257876,49.88407197734498,Low
Indonesia,15.53566933,17.0277462,19.14863396,25.73569489,26.21132469,34.40548706,44.80917358,56.52228165,59.79582214,62.98189545,86.36213684,108.03186035,106.90163422,103.37931824,103.05883789,97.16175842,107.52870941,111.51396179,111.91187286,119.4984436,133.25634766,160.64176941,77.79183543818182,Low
IDA only,15.614040452934,15.4106627598977,16.5382717093247,18.4297262119404,20.8915564020007,23.5292515481085,26.8165691289527,31.0660093545811,35.9329865360874,37.3185017484845,39.1993543558003,42.5256974000654,43.5860545848821,47.0847580883675,48.7074836526181,47.9506050167602,47.7848329450495,47.7303882178607,48.1139202363677,50.0080706712542,51.4700835972649,55.3362276056426,36.86568419201114,Low
India,18.0,20.0,20.0,22.0,25.0,27.0,29.0,36.0,38.0,38.0,45.0,48.0,49.0,56.0,57.0,58.0,60.0,57.0,58.0,61.0,64.0,74.0,43.63636363636363,Low
Ireland,1564.83740234,1823.73474121,2200.35742188,2910.93212891,3483.16064453,3938.19116211,4147.13232422,4858.64501953,5638.77929688,5502.88769531,5133.45507813,5545.76416016,5210.36376953,5313.70947266,5316.26953125,4575.94482422,4726.31298828,5010.25634766,5187.05761719,5462.73095703,6098.26660156,6764.25878906,4564.229453347728,Very High
"Iran, Islamic Rep.",80.95653534,94.31704712,105.70446014,116.90391541,142.1769104,173.79692078,197.78089905,245.00897217,297.50875854,364.43450928,436.1362915,518.84020996,513.45483398,408.33044434,375.28466797,384.25985718,447.13925171,466.99432373,478.39190674,378.47418213,338.24972534,392.54144287,316.2130029854545,Low
Iraq,,,,26.71866798,51.29241562,52.51676941,56.19692612,99.6492157,138.10931396,139.05555725,143.52603149,160.81466675,173.40316772,185.73556519,178.0239563,148.30059814,198.70619202,195.82373047,231.00331116,239.57891846,245.48046875,248.92311096,153.30834649736843,Low
Iceland,2854.0,2527.0,3045.0,3837.0,4411.0,5076.0,4915.0,5800.0,4747.0,3621.0,3612.0,3911.0,3760.0,4069.0,4488.0,4270.0,5016.0,5945.0,6234.0,5865.0,5652.0,6716.0,4562.318181818182,Very High
Israel,1472.0,1515.0,1362.0,1390.0,1443.0,1512.0,1558.0,1773.0,2129.0,2036.0,2240.0,2446.0,2410.0,2681.0,2816.0,2661.0,2801.0,3094.0,3220.0,3354.0,3637.0,4339.0,2358.590909090909,Very High
Italy,1524.0,1587.0,1763.0,2163.0,2566.0,2678.0,2833.0,3093.0,3504.0,3338.0,3218.0,3392.0,3086.0,3149.0,3154.0,2676.0,2700.0,2810.0,3003.0,2911.0,3062.0,3350.0,2798.181818181818,Very High
Jamaica,194.58740234,180.59217834,174.81672668,150.11889648,183.49156189,190.9417572,186.64355469,252.11283875,283.72842407,229.13014221,256.0642395,275.53924561,262.09881592,254.84234619,257.84634399,285.59729004,286.34521484,324.22451782,333.87869263,343.06192017,324.48321533,372.4513855,254.6634868268182,Low
Jordan,161.23510742,171.82507324,175.38461304,172.24946594,186.10636902,196.46897888,199.64881897,219.40531921,289.98577881,333.80767822,319.84109497,338.34609985,342.94042969,320.86730957,306.806427,303.23452759,279.29806519,289.57980347,289.53860474,294.18927002,284.53439331,299.07235718,262.47116296954545,Low
Japan,2756.0,2492.0,2416.0,2654.0,2888.0,2895.0,2766.0,2783.0,3225.0,3699.0,4074.0,5107.0,5235.0,4358.0,4122.0,3755.0,4200.0,4148.0,4288.0,4463.0,4436.0,4347.0,3686.681818181818,Very High
Kazakhstan,50.0,50.0,58.0,74.0,111.0,142.0,174.0,177.0,251.0,246.0,244.0,297.0,369.0,363.0,374.0,314.0,260.0,278.0,273.0,270.0,338.0,403.0,232.54545454545453,Low
Kenya,21.40411377,22.14061928,22.33303261,25.71190262,27.75096512,31.13827515,41.07886505,50.38684845,55.4166069,55.28591537,58.93074799,57.18780136,64.72195435,67.89151001,73.19489288,71.3065033,74.26567078,66.80448151,75.6592865,86.06783295,86.67868805,94.67254639,55.91041183590907,Low
Kyrgyz Republic,12.0,13.0,15.0,22.0,27.0,35.0,45.0,50.0,63.0,60.0,61.0,79.0,100.0,105.0,95.0,81.0,73.0,78.0,67.0,63.0,64.0,73.0,58.22727272727273,Low
Cambodia,19.78130531,22.66413116,24.67282104,25.30601883,29.03012466,32.52131653,33.02656555,30.92131042,49.00638199,55.72327423,54.09758377,66.05435944,69.01600647,72.11994934,73.5883255,72.51950836,78.35865784,79.16844177,93.01556396,114.48534393,112.21422577,122.41645813,60.4412579090909,Low
Kiribati,65.0,86.0,93.0,102.0,132.0,132.0,127.0,148.0,191.0,169.0,134.0,143.0,147.0,155.0,156.0,118.0,158.0,179.0,208.0,177.0,239.0,262.0,150.95454545454547,Low
St. Kitts and Nevis,444.56890869,438.06173706,462.62939453,480.22979736,488.82836914,553.5333252,684.95202637,703.309021,875.10992432,865.84637451,856.67333984,907.03131104,867.37713623,924.61462402,947.63323975,1026.50805664,1144.53564453,1167.66101074,1103.17370605,1204.34094238,1050.64367676,1114.37426758,832.3470833518181,Moderate
"Korea, Rep.",475.02932739,500.08016968,531.89007568,633.09393311,708.57940674,887.69561768,1062.19836426,1204.76379395,1137.20910645,1099.13916016,1363.56091309,1507.55664063,1553.32824707,1682.76391602,1880.4420166,1894.34753418,2008.0982666,2220.56420898,2501.13964844,2605.9934082,2648.22412109,3260.44873047,1516.643027566818,High
Kuwait,429.56253052,558.32427979,581.97772217,628.84716797,650.58306885,727.70440674,782.64221191,881.10369873,1069.66259766,1025.8807373,1050.42126465,1143.13793945,1196.20715332,1188.28283691,1260.87524414,1235.61889648,1278.63244629,1361.48278809,1660.9864502,1643.56970215,1542.32263184,1860.78369141,1079.936793935,Moderate
Latin America & Caribbean (excluding high income),275.642691037403,268.542071470888,230.184218736087,240.931124727587,273.020538923008,331.170278835747,386.597673311075,462.533786350282,531.528849205559,526.120319730023,625.231593303502,711.226038808753,706.223408131246,735.54243165692,741.082530078594,655.883608025645,623.949659152928,704.754002367931,664.213246467449,648.726308801227,584.645260425361,637.778342879324,525.7058173830245,Moderate
Lao PDR,14.10407162,14.47130299,12.91643047,17.61871719,16.27066612,17.37983894,19.28023911,24.81284904,26.80659485,35.78236008,34.58347702,27.16216469,32.51623917,43.56784058,45.61304092,52.15144348,54.51382828,61.60005188,57.35622025,67.81835938,52.15844727,68.87698364,36.24368940772728,Low
Lebanon,426.55792236,417.78192139,393.22479248,375.07540894,369.98364258,349.50186157,404.09649658,441.85903931,465.74645996,501.01275635,572.42016602,647.17022705,595.36676025,583.47650146,576.65460205,578.64581299,647.56518555,677.37438965,744.6105957,782.2052002,522.42010498,307.13485718,517.2674865727273,Moderate
Liberia,8.5820322,6.90986061,7.02600765,6.16011524,18.20792198,20.64465714,19.4780159,16.01202202,26.55882072,52.30115128,50.63946533,54.34541321,50.35652542,48.74785614,59.98974228,70.18363953,68.4992981,72.50897217,69.10813904,52.02645493,101.29130554,112.27044678,45.083993782272735,Low
Libya,254.31530762,261.96295166,185.19685364,192.35475159,202.57089233,210.62667847,231.38442993,269.94934082,312.46572876,342.55401611,380.92901611,312.84854126,,,,,,,,,,,263.09654235833335,Low
St. Lucia,284.25857544,284.41531372,299.50595093,317.13778687,309.42208862,333.50274658,390.34298706,440.22259521,430.82156372,432.54858398,438.16619873,462.86682129,454.56057739,481.91772461,462.74438477,464.57443237,470.37518311,492.83010864,484.15499878,491.40679932,574.37976074,584.67047119,426.5829842304545,Low
Latin America & Caribbean,281.439575638528,273.635472774886,235.689335193881,246.54020584765,279.91783878139,338.108632813027,393.873969286596,469.985157247262,539.952832684867,535.585028095342,635.7491381627,723.091460466269,722.125665616897,754.830092732847,759.804874615752,678.296092857736,650.2161485082,734.899141882317,674.937069085722,657.664663855302,597.960558487731,656.299432787013,538.2091994282689,Moderate
Least developed countries: UN classification,11.647480256706,11.6939078500881,12.7370363860659,14.6407218731575,17.1875322235256,19.445684945216,22.8357547568536,26.9617568866938,31.6583026167341,32.5575233225279,33.451450970813,36.8981425875878,38.6157677965053,42.3754828467441,44.4134747282678,43.2160897118499,42.7214612327677,43.0457050077672,42.0324840584551,43.0470466370102,43.9588234794704,47.1279036200583,31.921342445221157,Low
Low income,14.253536868942,12.9210892231934,13.9503321049655,15.7236710180339,18.2390500121074,21.0474078421369,24.830496360278,29.9669590756333,34.0740844636509,35.0433874903262,35.5502491197293,36.4400303568708,36.8189946588919,39.1502423467799,40.8681980846979,38.8362912165392,36.8403376615423,34.7203417017053,32.5322423750511,33.3698196647593,35.339479037683,36.5002865581954,29.86438760189604,Low
Sri Lanka,44.0,41.0,43.0,42.0,51.0,57.0,65.0,73.0,92.0,99.0,106.0,116.0,111.0,135.0,135.0,147.0,149.0,146.0,159.0,160.0,158.0,166.0,104.31818181818181,Low
Lower middle income,25.0203589807287,26.7261079373176,27.2334069509884,30.6327575420667,34.8737109595507,39.9009605489109,45.3293029244527,53.8310643612099,61.636022383721,63.0422952810544,71.8357436179717,80.4978379127671,84.7623189216881,87.5474376444936,88.0339660207611,86.7364258698688,87.7947935452814,86.9505990395489,89.3486277680975,89.9678422660151,90.7020149125333,104.35693619489,66.21638779926899,Low
Low & middle income,60.4325372206,60.7262851447797,59.7714569815766,67.0504566722284,77.4847191454521,91.140710166158,105.345898756434,126.479432131426,151.076468481472,155.054584525324,177.964407163896,206.594743489353,219.882752598459,235.766008939151,241.195004715149,230.108234230516,228.254716727415,247.180475293064,259.229448865189,266.550092261881,272.806076562172,309.506498679873,174.9818640341622,Low
Lesotho,23.77390099,28.24092102,23.1813736,31.89407539,40.89277649,41.15412903,48.88100433,64.80230713,68.08209991,79.68589783,87.4557724,117.34723663,124.85530853,130.44207764,120.47213745,104.40470886,90.88587189,115.20778656,130.57113647,130.44073486,96.7264328,114.70881653,82.45938665181818,Low
Late-demographic dividend,88.4821369408957,89.3105137544558,94.9239590072391,105.95439392526,124.504678227185,149.290061180762,176.659573248936,217.796687448802,275.343813511107,286.776983437593,327.055917682063,387.517687768141,415.591416747326,454.890042741366,477.288133393409,449.487943539683,453.387279922227,508.312373296371,552.381907833897,578.324026277574,600.861826866265,688.24178812336,341.0174156760872,Low
Lithuania,217.0,219.0,254.0,339.0,367.0,439.0,536.0,704.0,937.0,865.0,805.0,925.0,897.0,959.0,1021.0,920.0,989.0,1083.0,1249.0,1370.0,1520.0,1859.0,839.7272727272727,Moderate
Luxembourg,2901.0,3109.0,3601.0,4607.0,5610.0,5818.0,6071.0,6671.0,7579.0,7671.0,7460.0,7175.0,6029.0,6357.0,6547.0,5422.0,5475.0,5713.0,6227.0,6222.0,6786.0,7636.0,5940.318181818182,Very High
Latvia,182.0,205.0,237.0,281.0,393.0,441.0,552.0,775.0,914.0,745.0,689.0,765.0,746.0,807.0,857.0,776.0,875.0,933.0,1101.0,1183.0,1313.0,1898.0,757.6363636363636,Moderate
Morocco,54.38904953,56.32826996,63.35457993,77.51076508,90.9294281,96.96191406,110.00260162,131.66958618,153.10005188,165.44444275,168.37710571,179.04853821,172.05938721,179.73484802,188.40020752,162.5098114,161.82783508,166.4662323,175.27603149,177.24557495,193.10235596,221.11485291,142.94788499318182,Low
Monaco,2967.42626953,3048.08984375,3363.35449219,4830.65576172,5683.69921875,5888.78759766,6149.09716797,7028.4375,8300.90625,8147.86816406,8013.04589844,8302.91699219,7871.21240234,8460.78710938,8682.36914063,7347.91699219,7189.65771484,7219.59179688,7848.35644531,7730.60351563,7812.28759766,8634.25976563,6841.878528943183,Very High
Moldova,21.0,25.0,34.0,38.0,65.0,79.0,100.0,135.0,186.0,209.0,198.0,215.0,224.0,232.0,231.0,186.0,171.0,244.0,276.0,284.0,307.0,410.0,175.9090909090909,Low
Madagascar,11.3951807,13.39314079,15.31476879,17.98666191,14.57165813,16.26181221,16.76423645,19.71751213,21.33732986,19.96823883,21.57974052,23.37224197,19.71853828,19.75903702,23.07670021,22.81040573,24.77560616,24.17928314,21.67276382,15.88729572,17.21605492,17.64008904,19.018104378636362,Low
Maldives,219.0,229.0,249.0,240.0,304.0,334.0,403.0,477.0,774.0,678.0,608.0,587.0,646.0,671.0,702.0,823.0,993.0,933.0,805.0,852.0,826.0,1039.0,608.7272727272727,Moderate
Middle East & North Africa,144.149229481629,150.743057855326,149.39183645489,145.885245165859,160.783435889139,179.829664062673,201.070355611233,235.047771212656,279.44841318364,304.457930545869,331.073400623519,379.013957122025,399.735917233925,418.375192662376,439.300085338991,421.902395195705,465.487351904535,471.889058176182,495.403130142294,484.290415381236,489.611357945878,537.059846230933,331.0885930645687,Low
Mexico,321.80123901,366.98071289,388.02792358,414.04000854,448.06021118,485.67388916,516.06396484,560.4942627,576.71539307,496.8142395,539.26550293,570.73046875,587.82843018,631.21350098,615.10314941,558.1651001,492.87399292,514.88970947,530.64782715,552.70422363,538.51751709,610.64532471,514.4207541722727,Moderate
Marshall Islands,370.73709106,332.20077515,311.0274353,306.87591553,381.62234497,509.71066284,532.66162109,445.58428955,429.44372559,406.94772339,417.30136108,424.91506958,452.06713867,485.22167969,476.77374268,571.25274658,654.56994629,646.29205322,736.77416992,782.23565674,707.47979736,766.9440918,506.7563199127273,Moderate
Middle income,63.698913950308,64.1581570010289,63.3168182219832,71.0729629233633,82.2064399189009,96.8237067915308,111.999085236207,134.607337319994,161.107045872363,165.527440069276,190.578909204358,221.925214569253,236.659731029391,253.252901379503,259.328477698273,247.727174964338,245.20927750145,266.753760883168,280.487460536567,288.823166431019,295.930639523018,336.669337300528,188.0847253784464,Low
North Macedonia,164.0,151.0,174.0,215.0,232.0,231.0,244.0,263.0,311.0,294.0,302.0,326.0,307.0,346.0,339.0,303.0,323.0,345.0,387.0,421.0,453.0,560.0,304.1363636363636,Low
Mali,14.40365124,13.53196239,16.34092712,19.29068756,22.3169117,24.62482452,27.65656662,30.42856026,34.10325623,35.57579422,32.20446396,32.52751923,28.26848984,30.89883041,36.67969894,29.7465477,28.3053112,29.23488998,31.96352005,32.17400742,28.85294724,40.1202507,28.14770993318182,Low
Malta,647.0,686.0,831.0,1074.0,1224.0,1380.0,1474.0,1596.0,1751.0,1677.0,1734.0,1960.0,1899.0,2121.0,2456.0,2243.0,2321.0,2552.0,2754.0,2944.0,3135.0,3642.0,1913.6818181818182,Very High
Myanmar,4.0,5.0,7.0,7.0,7.0,8.0,8.0,10.0,15.0,19.0,20.0,27.0,37.0,37.0,54.0,63.0,59.0,59.0,60.0,62.0,72.0,65.0,32.04545454545455,Low
Middle East & North Africa (excluding high income),79.0332122864319,83.7452697533663,84.8561020656423,81.8275795329753,94.0696916676439,105.641570534756,118.345676189308,143.906066878617,176.247901139548,196.61179625515,218.591633571611,247.786315129999,256.198097711085,246.259670488498,246.17237624536,236.724192971302,261.646205450475,255.720092682139,267.905547480183,247.81520459958,234.274702867681,257.388655746382,188.2167073294424,Low
Montenegro,,,,,,,,,,,,572.0,536.0,596.0,579.0,577.0,596.0,612.0,727.0,732.0,866.0,985.0,670.7272727272727,Moderate
Mongolia,26.41833878,25.91971779,29.04701042,26.00562286,32.62977219,37.02750015,49.59525681,66.23542023,97.28814697,76.66015625,99.48032379,136.04824829,169.84095764,180.84199524,177.31834412,165.84915161,169.03985596,160.92108154,188.86265564,197.55195618,188.57124329,315.57980347,118.94238905545454,Low
Mozambique,6.96425152,8.52990627,9.95218277,11.15465164,14.22916508,18.49229622,18.09505653,19.3034668,24.26328468,27.63411713,26.17583847,30.28253746,35.03115845,41.17826843,43.08488846,39.91206741,31.38208961,36.26471329,40.8117218,40.41284943,34.37060928,44.52215576,27.365785295000002,Low
Mauritania,22.3067379,22.58142662,25.20564651,28.68665123,30.64061928,33.17791367,34.37842178,39.64344025,48.52267838,44.13393021,43.3949852,47.4840889,49.02023697,55.34606934,59.37288666,57.40904617,48.89683914,54.19649506,55.62037659,60.7460022,63.2988472,89.28845215,46.061445064090904,Low
Mauritius,115.9647522,116.41130829,132.39851379,157.65351868,184.65751648,192.0113678,203.08328247,229.03910828,312.62826538,301.46151733,357.00109863,385.77191162,387.2303772,440.10235596,544.39526367,515.37243652,539.51226807,594.62731934,641.56152344,670.97399902,569.434021,564.90075684,370.73602190954546,Low
Malawi,8.91786003,7.48628187,11.26511002,12.41096115,16.05879211,17.35436821,21.07893753,25.1716423,32.93960953,35.80582047,34.2412796,39.60096741,32.80570221,39.87806702,35.64556885,35.27587891,34.32816696,37.93450165,36.97562408,41.78248596,42.5414238,46.55551147,29.366116415454545,Low
Malaysia,111.94893646,114.83911896,121.4125824,141.86820984,153.39851379,161.62957764,199.85577393,229.75820923,262.77999878,244.83892822,285.02639771,343.19876099,371.79330444,382.19186401,415.65353394,370.71954346,353.64028931,370.71844482,416.32000732,427.46286011,414.96350098,487.00881958,290.04668981454546,Low
North America,4285.4593437591,4603.83170030044,4994.3318448982,5398.13356942897,5739.81050073883,6097.94495184697,6484.9077685615,6845.95080289455,7065.95531923816,7283.2627408178,7560.76743810939,7763.63999817679,8001.96598428289,8138.91730229062,8468.24284946039,8791.07110861551,9104.04412861528,9399.39541543683,9750.86374899046,10088.8863861788,11132.0246065015,11440.0514180454,7656.339042144926,Very High
Namibia,200.05258179,185.71792603,173.69114685,257.41162109,347.8963623,375.39160156,410.32162476,465.08157349,413.3742981,386.20196533,522.15911865,569.14294434,557.58959961,495.19512939,466.1987915,495.62979126,430.21606445,475.58203125,472.99014282,432.14578247,378.42468262,456.43600464,407.5841265590909,Low
Niger,8.95671749,9.59174156,10.75085354,12.44939899,13.95743465,18.53794861,19.78735733,20.83684349,24.71139526,24.40502357,23.33815765,24.68768311,22.56604767,24.43749619,24.89271736,25.72568893,22.42886543,28.69141388,30.08619118,31.21994209,34.85019302,34.34204865,22.329598165909093,Low
Nigeria,17.65198708,18.48871803,18.06385422,39.0772438,44.16435242,53.92662048,65.7237854,69.15039063,80.09986115,68.00685883,75.58924866,83.10647583,91.06047821,100.81700897,106.11964417,96.28328705,78.23602295,72.77430725,65.70272064,69.68148041,69.76184845,83.84061432,66.69667313409091,Low
Nicaragua,52.24892807,56.52495956,56.94697189,60.82196045,65.1476593,72.13689423,77.76139832,92.0919342,107.06826019,110.52922058,115.32395172,122.53475952,130.77900696,137.09841919,152.6446991,161.27700806,167.37036133,177.15000916,168.44512939,161.98634338,161.19981384,198.07792664,118.41661886727273,Low
Netherlands,2028.0,2176.0,2545.0,3244.0,3689.0,3823.0,4080.0,4696.0,5382.0,5283.0,5192.0,5562.0,5285.0,5533.0,5602.0,4677.0,4644.0,4935.0,5331.0,5341.0,5858.0,6539.0,4611.136363636364,Very High
Norway,2949.0,3099.0,3890.0,4633.0,5097.0,5585.0,5893.0,6896.0,7768.0,7302.0,7860.0,8900.0,8970.0,9241.0,9118.0,7566.0,7497.0,7816.0,8272.0,8007.0,7825.0,9163.0,6970.318181818182,Very High
Nepal,8.0,10.0,10.0,11.0,13.0,14.0,14.0,17.0,19.0,21.0,30.0,34.0,34.0,35.0,42.0,47.0,47.0,49.0,50.0,53.0,58.0,65.0,30.954545454545453,Low
Nauru,454.43609619,341.18649292,291.11621094,266.06005859,210.49307251,320.3678894,354.24862671,572.72601318,791.19970703,563.16577148,614.13409424,659.43389893,859.04864502,818.11560059,746.35699463,959.48846436,957.28594971,1092.87634277,1175.68676758,1158.77087402,1318.16503906,1529.51916504,729.7218988590909,Moderate
New Zealand,1054.91210938,1054.32800293,1250.92895508,1611.79040527,1983.18701172,2296.60766602,2305.14648438,2706.79956055,2851.11914063,2713.81420898,3233.77856445,3656.73071289,3856.1730957,4014.97460938,4192.74365234,3600.95629883,3739.40136719,3903.68041992,3957.86083984,4085.78808594,4223.22167969,4906.07080078,3054.5460759950006,Very High
OECD members,2150.96625708901,2223.82625341394,2403.96854037636,2728.38110671631,3000.09516737608,3163.52802122368,3336.68565634098,3621.68502491728,3879.87433549211,3924.54681458046,4054.77826337435,4350.21844513426,4356.93806520732,4376.55247009597,4495.3611649924,4330.85242046865,4457.84856400518,4604.10819581755,4820.20612742883,4909.40775990082,5312.67730439621,5653.04936226914,3916.1616054825863,Very High
Oman,254.94284058,252.54681396,266.52600098,282.28857422,298.48162842,319.71044922,335.85211182,391.79608154,462.29165649,507.65176392,558.36657715,540.3850708,562.94659424,590.36437988,725.40899658,765.78533936,713.32019043,703.93798828,639.32489014,728.25482178,855.29675293,852.62341309,527.6410425368182,Moderate
Other small states,216.50700682165,217.167868170108,241.0314826452,305.351926019447,354.009489329714,386.451470270045,408.725508497852,473.710258911099,514.88866554688,501.081975873573,515.095886224402,564.050103273384,569.160019106605,614.052321352022,647.394726845661,635.164772267689,623.877276135171,648.377983734629,680.628105978511,682.128433337897,689.357948527439,761.449544702641,511.348307889619,Moderate
Pakistan,15.1975832,13.20521545,14.74764633,14.1153574,15.29145527,19.3823719,24.65777779,26.51110458,24.8097496,23.66425133,24.20984077,25.67299652,26.2887764,28.99807739,33.04523849,35.0121994,37.59899521,43.41279984,41.40914154,37.22461319,38.17708206,43.09069443,27.532862185909092,Low
Panama,301.52563477,297.57672119,309.41253662,304.23956299,345.24090576,323.75082397,371.33950806,472.89538574,507.56384277,551.58728027,608.2467041,665.84649658,725.86376953,806.58551025,920.07659912,982.79394531,1057.40661621,1127.68896484,1228.07336426,1340.13781738,1358.09069824,1415.24499512,728.2358037763637,Moderate
Peru,83.4623642,89.19979858,97.49507904,97.19953156,105.008255,123.05088806,135.87088013,158.16543579,190.84877014,208.39193726,240.25761414,262.96740723,307.31854248,320.3164978,331.78091431,310.26644897,311.43518066,333.11575317,363.42483521,366.56491089,388.48730469,412.20855713,238.0380412018182,Low
Philippines,33.0,28.0,27.0,32.0,34.0,47.0,55.0,65.0,77.0,79.0,91.0,98.0,112.0,122.0,109.0,116.0,120.0,122.0,126.0,142.0,166.0,203.0,91.0909090909091,Low
Palau,656.8114624,625.20605469,658.49371338,698.8324585,827.0947876,871.56884766,931.168396,992.5022583,979.43048096,1007.31188965,1153.06066895,1161.53039551,1377.39135742,1520.32055664,1675.82617188,1809.50012207,1977.63830566,2036.63085938,2072.97583008,2102.07470703,2058.66162109,2045.29748535,1329.0603831909089,High
Papua New Guinea,18.93960762,18.29377747,20.66277122,22.10498047,25.87848282,27.65415382,30.21553993,33.38858795,34.91187286,36.77980042,39.60604477,52.84900284,70.75683594,77.2843399,89.70458221,45.50782776,54.36591339,55.63466263,59.45320129,60.31322479,56.30739212,61.41452789,45.09214227772728,Low
Poland,238.0,283.0,316.0,339.0,392.0,466.0,524.0,661.0,893.0,760.0,809.0,866.0,815.0,878.0,911.0,804.0,816.0,910.0,979.0,1014.0,1026.0,1159.0,720.8636363636364,Moderate
Pre-demographic dividend,17.1977996158768,17.2289224931216,18.1394620663017,25.3954286682102,30.4231049167368,34.718121625881,41.2278781710129,47.8084958086909,56.3517001447924,53.0808821732967,54.6685373951095,59.8171400764046,62.7015444270814,69.1886135759845,70.5555478257982,63.3936484528859,61.040142731863,58.8635810537692,57.7106772543133,59.3521867752711,59.8058331339053,65.4549133095429,49.278370986174984,Low
Portugal,995.0,1016.0,1139.0,1443.0,1724.0,1814.0,1858.0,2113.0,2392.0,2347.0,2259.0,2256.0,1980.0,2031.0,2060.0,1791.0,1875.0,1998.0,2216.0,2222.0,2346.0,2747.0,1937.3636363636363,Very High
Paraguay,104.0227356,91.42378998,64.76425171,70.50261688,87.64266968,94.68041992,121.79750824,160.36560059,219.66795349,216.58901978,257.05856323,336.1187439,367.14849854,390.28686523,439.34469604,392.22418213,384.44702148,405.53366089,421.08627319,415.88879395,410.887146,478.70828247,269.55405876909094,Low
Pacific island small states,85.0878522641957,81.7559708479349,89.6364516092945,95.3690834387425,118.047189637296,140.018223380616,138.566517792185,145.782762892291,148.052681209462,143.387232859333,148.348884692497,163.108439592412,173.337200574851,179.151785445259,187.644321642363,181.458909492536,187.952073527611,193.435775677504,219.609383344635,227.444324250697,223.019945506967,236.261909007525,159.3853144857367,Low
Post-demographic dividend,2475.65475015609,2564.89636996132,2780.40200367572,3165.10869201467,3483.10338605893,3672.65743745838,3877.16543489022,4204.45263274298,4501.2227198322,4579.51539043803,4733.24151715933,5092.67670332304,5109.9278041348,5129.95209908004,5285.13393497102,5116.04990190266,5284.28505663808,5463.81575193088,5737.6567474417,5858.38862754375,6370.83387540517,6836.05297442862,4605.554264144892,Very High
